"","TEAM_ABBREVIATION","ADV_TEAM_ABREVIATION","START_POSITION","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS","RCK","WIN"
"262","CHI","MIL","Guard",1957,7,23,4,9,1,1,0,4,5,0,0,2,1,19,-9,"NoRookie","Lose"
"263","CHI","MIL","Guard",1553,4,11,2,6,0,0,1,1,7,0,0,2,4,10,-6,"NoRookie","Lose"
"264","CHI","MIL","Not Started",1064,2,8,1,3,0,0,2,1,4,0,0,0,0,5,-7,"NoRookie","Lose"
"265","CHI","MIL","Not Started",989,2,7,1,4,0,0,0,2,1,1,0,1,2,5,-9,"NoRookie","Lose"
"266","CHI","MIL","Not Started",183,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-7,"NoRookie","Lose"
"267","CHI","MIL","Not Started",821,1,2,0,0,0,0,0,3,2,0,0,0,1,2,-8,"NoRookie","Lose"
"268","MIL","CHI","Guard",1518,1,4,0,3,0,0,1,4,4,0,0,1,0,2,3,"Rookie","Win"
"269","CHI","MIL","Center",1700,5,9,0,2,0,0,5,6,1,1,1,2,3,10,-16,"Rookie","Lose"
"270","CHI","MIL","Not Started",1027,4,7,0,0,0,1,3,1,2,2,1,0,0,8,-2,"Rookie","Lose"
"271","CHI","MIL","Not Started",1989,7,18,3,6,1,2,1,3,1,4,0,0,4,18,-3,"Rookie","Lose"
"272","CHI","MIL","Not Started",171,1,1,1,1,0,0,0,1,0,0,0,0,0,3,-5,"Rookie","Lose"
"273","CHI","MIL","Not Started",153,0,3,0,2,0,0,0,0,0,0,0,0,0,0,-3,"Rookie","Lose"
"274","MIA","WAS","Forward",2198,6,10,0,0,15,19,1,5,4,0,0,1,0,27,-7,"NoRookie","Lose"
"275","MIA","WAS","Forward",2146,6,11,0,0,2,3,3,11,5,0,0,6,4,14,-23,"NoRookie","Lose"
"276","MIA","WAS","Center",1450,2,3,1,1,2,2,3,4,1,0,0,2,3,7,10,"NoRookie","Lose"
"277","MIA","WAS","Not Started",1838,3,4,0,1,3,5,0,4,0,3,1,0,2,9,-17,"NoRookie","Lose"
"278","MIA","WAS","Not Started",1373,3,12,2,6,2,3,2,0,2,1,0,1,3,10,-17,"NoRookie","Lose"
"279","MIA","WAS","Not Started",157,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,"NoRookie","Lose"
"283","WAS","MIA","Center",1698,10,11,2,3,3,8,0,5,1,2,2,0,1,25,6,"NoRookie","Win"
"284","WAS","MIA","Guard",1320,3,11,2,6,0,0,0,0,4,1,0,2,1,8,1,"NoRookie","Win"
"285","WAS","MIA","Guard",854,2,8,1,5,0,0,0,3,3,3,0,1,1,5,-2,"NoRookie","Win"
"286","WAS","MIA","Not Started",2077,9,14,6,8,5,7,0,4,8,2,1,0,5,29,25,"NoRookie","Win"
"287","WAS","MIA","Not Started",1833,9,18,1,4,0,0,0,3,7,2,0,1,0,19,24,"NoRookie","Win"
"288","WAS","MIA","Not Started",1101,1,2,0,0,0,2,3,7,2,1,2,0,4,2,16,"NoRookie","Win"
"289","MIA","WAS","Guard",1872,5,11,3,8,3,3,0,4,1,1,0,1,2,16,-13,"Rookie","Lose"
"290","MIA","WAS","Guard",2025,5,14,3,8,1,2,0,2,3,0,0,3,2,14,-17,"Rookie","Lose"
"291","MIA","WAS","Not Started",1229,2,7,1,4,1,2,0,3,2,0,0,3,2,6,-2,"Rookie","Lose"
"292","MIA","WAS","Not Started",111,1,1,0,0,0,0,1,0,0,0,0,1,1,2,-5,"Rookie","Lose"
"293","WAS","MIA","Forward",1686,2,8,1,3,0,0,0,2,1,2,0,1,5,5,-4,"Rookie","Win"
"294","WAS","MIA","Forward",1063,0,1,0,1,0,0,3,2,0,0,0,2,1,0,-6,"Rookie","Win"
"295","WAS","MIA","Not Started",937,1,2,0,0,0,0,2,2,0,0,1,0,3,2,12,"Rookie","Win"
"296","WAS","MIA","Not Started",81,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-4,"Rookie","Win"
"297","WAS","MIA","Not Started",1750,6,9,4,7,12,13,1,3,0,0,0,1,5,28,22,"Rookie","Win"
"299","ATL","ORL","Forward",1925,5,9,0,2,0,0,2,9,3,1,0,4,3,10,3,"NoRookie","Win"
"300","ATL","ORL","Not Started",1249,1,2,0,1,2,2,1,2,2,0,0,1,1,4,8,"NoRookie","Win"
"301","ATL","ORL","Not Started",1458,9,14,0,3,0,2,3,9,2,0,0,0,2,18,6,"NoRookie","Win"
"302","ATL","ORL","Not Started",1138,2,5,0,1,0,0,0,3,0,1,1,1,0,4,4,"NoRookie","Win"
"303","ATL","ORL","Not Started",628,1,6,1,4,0,0,0,1,1,0,0,0,1,3,1,"NoRookie","Win"
"304","ATL","ORL","Not Started",275,1,1,0,0,0,0,1,0,0,0,0,0,1,2,-13,"NoRookie","Win"
"306","ORL","ATL","Forward",1478,1,3,0,2,2,2,1,1,1,1,1,0,1,4,-16,"NoRookie","Lose"
"307","ORL","ATL","Forward",1955,6,13,0,2,1,5,6,3,2,3,2,0,2,13,1,"NoRookie","Lose"
"308","ORL","ATL","Center",2121,12,19,2,4,1,2,1,5,1,2,0,0,4,27,1,"NoRookie","Lose"
"309","ORL","ATL","Guard",2197,10,21,2,6,0,2,0,3,2,1,0,4,5,22,-2,"NoRookie","Lose"
"310","ORL","ATL","Guard",1831,1,7,0,1,1,2,0,7,5,1,0,1,1,3,-8,"NoRookie","Lose"
"311","ORL","ATL","Not Started",1701,2,11,0,4,0,0,1,3,3,0,0,0,2,4,-15,"NoRookie","Lose"
"312","ORL","ATL","Not Started",1744,4,9,1,3,8,9,1,4,6,1,0,3,1,17,7,"NoRookie","Lose"
"315","ATL","ORL","Forward",2104,6,14,3,6,1,1,1,5,0,1,0,3,1,16,3,"Rookie","Win"
"316","ATL","ORL","Center",831,1,2,0,1,0,0,1,2,0,0,0,0,4,2,13,"Rookie","Win"
"317","ATL","ORL","Guard",1947,6,13,2,7,5,6,0,6,4,2,2,6,3,19,-7,"Rookie","Win"
"318","ATL","ORL","Guard",1531,0,4,0,0,2,2,2,1,3,1,0,3,2,2,0,"Rookie","Win"
"319","ATL","ORL","Not Started",1314,7,11,3,4,4,4,0,3,6,2,1,2,2,21,22,"Rookie","Win"
"321","ORL","ATL","Not Started",234,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-4,"Rookie","Lose"
"322","ORL","ATL","Not Started",759,1,4,0,3,1,2,1,2,2,0,2,0,0,3,-9,"Rookie","Lose"
"323","ORL","ATL","Not Started",380,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,"Rookie","Lose"
"324","DAL","LAL","Forward",1906,4,8,3,5,1,2,1,5,3,1,1,1,3,12,-11,"NoRookie","Lose"
"325","DAL","LAL","Forward",1774,4,10,3,7,0,0,0,7,0,1,1,2,5,11,-8,"NoRookie","Lose"
"326","DAL","LAL","Center",1946,2,6,0,2,3,4,5,6,2,2,1,1,1,7,-15,"NoRookie","Lose"
"327","DAL","LAL","Guard",394,1,5,0,2,0,0,0,1,0,1,0,0,0,2,-2,"NoRookie","Lose"
"328","DAL","LAL","Not Started",1398,3,11,1,3,0,0,0,1,0,1,0,1,3,7,-6,"NoRookie","Lose"
"329","DAL","LAL","Not Started",1249,1,6,0,4,0,0,1,2,1,0,0,1,1,2,-6,"NoRookie","Lose"
"330","DAL","LAL","Not Started",1161,5,9,1,2,3,3,2,2,3,3,0,2,0,14,-7,"NoRookie","Lose"
"331","DAL","LAL","Not Started",194,0,0,0,0,0,0,0,2,0,0,0,1,2,0,-1,"NoRookie","Lose"
"332","DAL","LAL","Not Started",790,4,7,2,3,2,2,0,0,0,0,0,2,1,12,-1,"NoRookie","Lose"
"333","LAL","DAL","Forward",2059,3,10,2,4,5,6,0,6,13,2,0,2,2,13,5,"NoRookie","Win"
"334","LAL","DAL","Forward",2153,8,12,0,1,7,9,1,8,4,2,1,4,2,23,16,"NoRookie","Win"
"335","LAL","DAL","Center",953,5,6,0,0,1,1,3,2,1,0,3,0,1,11,6,"NoRookie","Win"
"336","LAL","DAL","Guard",1331,4,7,2,4,0,0,0,2,2,2,0,0,4,10,12,"NoRookie","Win"
"337","LAL","DAL","Guard",1379,2,6,1,2,0,0,0,0,0,2,0,3,5,5,8,"NoRookie","Win"
"338","LAL","DAL","Not Started",1586,0,7,0,2,0,0,0,5,0,1,0,1,3,0,2,"NoRookie","Win"
"339","LAL","DAL","Not Started",1501,5,9,4,5,5,6,0,3,2,1,1,3,3,19,5,"NoRookie","Win"
"340","LAL","DAL","Not Started",1096,2,5,0,1,0,0,1,2,4,0,1,2,0,4,5,"NoRookie","Win"
"341","LAL","DAL","Not Started",944,2,6,0,3,2,2,0,1,2,1,0,1,2,6,12,"NoRookie","Win"
"342","LAL","DAL","Not Started",1161,6,7,0,0,3,4,0,3,0,1,1,0,1,15,3,"NoRookie","Win"
"343","LAL","DAL","Not Started",79,1,1,0,0,0,0,0,0,0,0,0,0,0,2,-3,"NoRookie","Win"
"344","LAL","DAL","Not Started",79,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,"NoRookie","Win"
"345","LAL","DAL","Not Started",79,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-3,"NoRookie","Win"
"346","DAL","LAL","Guard",1818,5,14,0,6,9,9,1,3,7,2,0,6,3,19,-13,"Rookie","Lose"
"347","DAL","LAL","Not Started",922,1,6,1,4,0,0,2,1,0,0,0,0,3,3,-3,"Rookie","Lose"
"348","DAL","LAL","Not Started",475,2,4,2,4,0,0,1,1,0,0,1,0,1,6,5,"Rookie","Lose"
"349","DAL","LAL","Not Started",373,0,3,0,1,0,0,0,1,1,0,0,1,0,0,3,"Rookie","Lose"
"350","SAC","DEN","Forward",1757,2,5,1,1,1,2,1,2,0,0,0,1,0,6,-7,"NoRookie","Lose"
"351","SAC","DEN","Forward",1952,10,13,5,7,2,3,0,6,2,0,1,1,4,27,-2,"NoRookie","Lose"
"352","SAC","DEN","Center",1852,9,13,0,0,0,0,5,1,2,1,0,1,4,18,-13,"NoRookie","Lose"
"353","SAC","DEN","Guard",2135,8,18,3,9,1,2,1,4,8,2,1,3,2,20,0,"NoRookie","Lose"
"354","SAC","DEN","Guard",1963,7,12,0,3,4,4,1,1,13,0,0,4,5,18,0,"NoRookie","Lose"
"355","SAC","DEN","Not Started",1078,1,3,0,2,0,0,0,1,1,0,0,0,4,2,-11,"NoRookie","Lose"
"356","SAC","DEN","Not Started",1603,2,8,2,7,1,2,1,4,1,1,1,2,2,7,8,"NoRookie","Lose"
"357","SAC","DEN","Not Started",1013,4,7,0,0,3,4,0,3,3,1,1,0,5,11,10,"NoRookie","Lose"
"358","SAC","DEN","Not Started",1047,2,6,2,5,0,0,0,4,2,0,0,0,0,6,-10,"NoRookie","Lose"
"361","DEN","SAC","Forward",1984,5,9,2,4,6,6,0,2,0,1,2,2,1,18,4,"NoRookie","Win"
"362","DEN","SAC","Center",1591,7,8,0,0,3,4,4,4,4,1,0,4,3,17,8,"NoRookie","Win"
"363","DEN","SAC","Guard",1826,8,14,1,4,2,2,0,3,5,1,0,1,2,19,4,"NoRookie","Win"
"364","DEN","SAC","Guard",1961,3,10,3,6,4,4,0,4,7,2,1,3,3,13,7,"NoRookie","Win"
"365","DEN","SAC","Not Started",1037,2,6,0,1,1,1,0,0,2,0,0,0,0,5,-1,"NoRookie","Win"
"366","DEN","SAC","Not Started",1227,0,5,0,5,1,2,0,5,1,0,0,0,1,1,4,"NoRookie","Win"
"367","DEN","SAC","Not Started",1290,3,4,0,0,9,10,2,4,2,0,0,2,3,15,-3,"NoRookie","Win"
"368","DEN","SAC","Not Started",1426,5,12,1,5,0,0,0,1,1,1,0,0,0,11,2,"NoRookie","Win"
"373","DEN","SAC","Forward",1567,8,10,1,3,2,2,3,3,1,0,0,0,4,19,5,"Rookie","Win"
"374","DEN","SAC","Not Started",492,1,3,0,1,0,0,1,1,0,0,1,0,1,2,-5,"Rookie","Win"
"376","HOU","NOP","Forward",1925,10,18,2,5,0,0,1,5,3,0,0,3,1,22,-4,"NoRookie","Lose"
"377","HOU","NOP","Forward",1986,4,7,0,2,0,0,2,4,2,0,0,0,2,8,-28,"NoRookie","Lose"
"378","HOU","NOP","Center",2052,9,11,0,0,1,2,1,8,4,0,2,2,4,19,-6,"NoRookie","Lose"
"379","HOU","NOP","Guard",1346,6,12,4,7,4,8,1,0,3,1,0,3,0,20,-18,"NoRookie","Lose"
"380","HOU","NOP","Guard",1751,2,7,1,4,4,6,0,3,5,2,0,5,3,9,4,"NoRookie","Lose"
"381","HOU","NOP","Not Started",1824,3,7,2,6,4,4,1,5,1,1,0,1,3,12,1,"NoRookie","Lose"
"385","NOP","HOU","Forward",2128,10,18,4,9,1,2,1,1,5,0,2,0,1,25,19,"NoRookie","Win"
"386","NOP","HOU","Forward",2189,10,17,2,4,5,5,1,5,4,2,1,3,0,27,-3,"NoRookie","Win"
"387","NOP","HOU","Center",2096,6,9,0,0,0,0,6,10,2,1,0,1,3,12,4,"NoRookie","Win"
"388","NOP","HOU","Guard",1128,0,3,0,2,0,0,0,0,2,0,0,0,1,0,-12,"NoRookie","Win"
"389","NOP","HOU","Guard",2421,10,20,7,12,0,0,3,7,8,2,0,3,0,27,12,"NoRookie","Win"
"390","NOP","HOU","Not Started",1549,0,8,0,7,0,2,0,4,7,2,0,1,4,0,15,"NoRookie","Win"
"391","NOP","HOU","Not Started",1510,10,20,5,9,0,1,1,2,4,1,0,0,5,25,29,"NoRookie","Win"
"392","NOP","HOU","Not Started",320,3,4,0,0,0,0,1,1,0,0,0,0,0,6,2,"NoRookie","Win"
"393","NOP","HOU","Not Started",275,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-2,"NoRookie","Win"
"394","HOU","NOP","Not Started",2019,6,15,4,11,0,0,0,2,9,1,0,2,1,16,-16,"Rookie","Lose"
"395","HOU","NOP","Not Started",1497,2,4,2,4,0,0,2,6,2,0,1,1,2,6,-8,"Rookie","Lose"
"396","NOP","HOU","Not Started",199,1,1,0,0,3,3,1,2,0,0,1,0,1,5,6,"Rookie","Win"
"397","NOP","HOU","Not Started",585,0,0,0,0,0,0,1,0,0,1,0,1,2,0,5,"Rookie","Win"
"400","CHA","MEM","Center",1235,3,5,0,0,4,6,2,4,0,0,2,0,1,10,-4,"NoRookie","Lose"
"401","CHA","MEM","Guard",2228,3,8,0,1,3,3,0,2,8,1,0,5,2,9,-14,"NoRookie","Lose"
"402","CHA","MEM","Not Started",1559,8,18,1,4,1,2,2,3,0,1,1,1,1,18,-3,"NoRookie","Lose"
"403","CHA","MEM","Not Started",1152,5,8,0,1,4,5,1,2,1,1,0,1,1,14,-9,"NoRookie","Lose"
"404","CHA","MEM","Not Started",1403,2,5,1,3,1,2,0,4,0,2,0,1,4,6,-8,"NoRookie","Lose"
"405","CHA","MEM","Not Started",276,1,2,0,0,0,0,1,2,0,0,0,1,1,2,2,"NoRookie","Lose"
"406","CHA","MEM","Not Started",139,1,1,0,0,2,4,1,0,0,0,0,0,1,4,6,"NoRookie","Lose"
"407","CHA","MEM","Not Started",139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,"NoRookie","Lose"
"409","MEM","CHA","Forward",1343,3,10,0,3,0,0,4,5,2,1,0,2,1,6,8,"NoRookie","Win"
"410","MEM","CHA","Center",1371,7,8,0,0,2,2,3,6,5,0,0,3,3,16,16,"NoRookie","Win"
"411","MEM","CHA","Guard",1398,8,13,2,5,2,2,0,0,2,0,0,1,6,20,10,"NoRookie","Win"
"412","MEM","CHA","Not Started",1178,3,7,0,2,0,0,1,2,6,2,0,1,0,6,-7,"NoRookie","Win"
"413","MEM","CHA","Not Started",1268,2,5,1,4,4,4,1,1,1,0,0,1,2,9,-2,"NoRookie","Win"
"414","MEM","CHA","Not Started",88,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-4,"NoRookie","Win"
"415","CHA","MEM","Forward",1570,4,10,0,3,0,0,2,5,1,0,0,3,1,8,-6,"Rookie","Lose"
"416","CHA","MEM","Forward",1692,5,9,4,6,2,5,0,4,1,0,1,0,2,16,-17,"Rookie","Lose"
"417","CHA","MEM","Guard",2098,5,18,3,12,3,3,1,3,10,2,0,1,4,16,-18,"Rookie","Lose"
"418","CHA","MEM","Not Started",909,0,2,0,1,1,2,1,2,1,1,0,1,1,1,0,"Rookie","Lose"
"419","MEM","CHA","Forward",1528,6,12,2,5,0,0,1,11,0,0,2,1,3,14,18,"Rookie","Win"
"420","MEM","CHA","Guard",1702,2,8,0,1,2,2,0,3,7,0,0,2,2,6,20,"Rookie","Win"
"421","MEM","CHA","Not Started",1505,7,12,1,3,3,3,2,2,3,1,3,2,1,18,-2,"Rookie","Win"
"422","MEM","CHA","Not Started",1389,3,5,1,2,0,0,0,2,2,1,0,0,1,7,11,"Rookie","Win"
"423","MEM","CHA","Not Started",1542,4,11,3,9,4,4,1,4,2,0,0,1,0,15,1,"Rookie","Win"
"424","MEM","CHA","Not Started",88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,"Rookie","Win"
"426","OKC","TOR","Forward",2131,0,5,0,5,0,0,1,2,1,0,0,1,4,0,0,"NoRookie","Win"
"427","OKC","TOR","Center",1727,2,7,0,0,5,6,4,2,0,2,1,1,0,9,0,"NoRookie","Win"
"428","OKC","TOR","Guard",2028,9,18,3,6,4,4,0,11,8,0,0,5,1,25,12,"NoRookie","Win"
"429","OKC","TOR","Not Started",1153,5,5,0,0,3,3,1,3,1,3,3,2,0,13,1,"NoRookie","Win"
"430","OKC","TOR","Not Started",1318,1,4,0,3,2,3,0,4,1,0,0,2,2,4,8,"NoRookie","Win"
"432","TOR","OKC","Forward",2201,5,9,3,5,0,0,1,1,2,2,0,2,1,13,-10,"NoRookie","Lose"
"433","TOR","OKC","Forward",1571,3,12,0,7,0,0,2,3,1,1,0,0,1,6,0,"NoRookie","Lose"
"434","TOR","OKC","Center",2035,5,11,2,4,0,0,2,12,2,1,0,2,3,12,4,"NoRookie","Lose"
"435","TOR","OKC","Guard",2316,6,13,2,6,6,6,0,3,5,1,1,6,5,20,-3,"NoRookie","Lose"
"436","TOR","OKC","Guard",2297,7,18,4,8,2,2,0,3,8,0,1,1,3,20,3,"NoRookie","Lose"
"437","TOR","OKC","Not Started",178,0,1,0,0,2,2,1,2,0,0,0,2,3,2,-2,"NoRookie","Lose"
"440","OKC","TOR","Forward",1795,4,7,4,7,0,0,0,5,0,0,2,2,0,12,-2,"Rookie","Win"
"441","OKC","TOR","Guard",2326,12,21,3,5,5,6,2,5,2,3,0,3,1,32,-6,"Rookie","Win"
"442","OKC","TOR","Not Started",1012,1,6,0,3,1,1,0,1,0,0,0,1,3,3,-2,"Rookie","Win"
"443","OKC","TOR","Not Started",481,0,2,0,1,0,0,0,0,1,0,0,0,2,0,-3,"Rookie","Win"
"444","OKC","TOR","Not Started",430,0,3,0,3,0,0,0,2,1,0,0,0,1,0,-3,"Rookie","Win"
"445","TOR","OKC","Not Started",1141,3,7,1,3,2,2,0,5,0,0,0,1,2,9,-4,"Rookie","Lose"
"446","TOR","OKC","Not Started",1604,4,8,3,6,0,0,2,4,3,2,0,0,0,11,5,"Rookie","Lose"
"447","TOR","OKC","Not Started",1057,2,4,0,1,0,0,0,1,0,0,0,0,2,4,2,"Rookie","Lose"
"449","UTA","LAC","Forward",2050,6,16,2,5,3,4,1,4,3,2,0,2,2,17,27,"NoRookie","Win"
"450","UTA","LAC","Forward",2043,4,5,3,3,0,0,1,9,1,1,1,1,3,11,11,"NoRookie","Win"
"451","UTA","LAC","Center",2180,4,6,0,0,4,5,1,7,0,0,1,1,2,12,14,"NoRookie","Win"
"452","UTA","LAC","Guard",2034,5,10,5,8,0,0,0,6,8,0,0,1,3,15,21,"NoRookie","Win"
"453","UTA","LAC","Guard",2149,13,23,4,9,0,0,0,7,9,1,0,5,2,30,19,"NoRookie","Win"
"454","UTA","LAC","Not Started",822,2,7,2,5,0,0,1,1,1,0,0,0,1,6,-11,"NoRookie","Win"
"455","UTA","LAC","Not Started",943,3,5,0,1,2,2,1,4,1,0,0,2,2,8,-16,"NoRookie","Win"
"456","UTA","LAC","Not Started",1479,7,13,1,4,4,6,1,3,2,0,0,0,1,19,1,"NoRookie","Win"
"457","UTA","LAC","Not Started",700,1,1,0,0,0,0,0,0,0,0,0,0,4,2,-1,"NoRookie","Win"
"459","LAC","UTA","Forward",2163,6,24,1,7,6,6,1,3,6,2,0,2,1,19,-23,"NoRookie","Lose"
"460","LAC","UTA","Forward",1033,0,1,0,0,0,0,0,4,1,1,1,0,2,0,-6,"NoRookie","Lose"
"461","LAC","UTA","Center",1666,4,7,0,0,7,8,9,3,2,0,1,1,4,15,-11,"NoRookie","Lose"
"462","LAC","UTA","Guard",2194,6,20,4,10,4,4,1,9,2,1,0,0,1,20,-8,"NoRookie","Lose"
"463","LAC","UTA","Guard",1388,5,9,1,2,1,1,4,1,0,0,1,1,1,12,-4,"NoRookie","Lose"
"464","LAC","UTA","Not Started",1951,5,14,1,6,5,5,0,4,9,2,1,2,1,16,-3,"NoRookie","Lose"
"465","LAC","UTA","Not Started",1215,2,7,0,5,1,2,1,2,1,1,0,1,4,5,-2,"NoRookie","Lose"
"466","LAC","UTA","Not Started",453,2,5,0,3,0,0,0,1,0,0,0,0,1,4,-2,"NoRookie","Lose"
"467","LAC","UTA","Not Started",707,1,2,1,2,0,0,0,2,0,1,0,0,1,3,0,"NoRookie","Lose"
"471","LAC","UTA","Not Started",1537,4,6,4,5,1,1,0,1,1,1,0,0,2,13,-6,"Rookie","Lose"
"472","LAC","UTA","Not Started",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rookie","Lose"
"473","LAC","UTA","Not Started",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rookie","Lose"
"474","LAL","POR","Forward",2204,7,15,1,4,6,8,1,6,16,2,1,1,2,21,5,"NoRookie","Win"
"475","LAL","POR","Forward",2144,7,16,1,4,5,6,1,8,5,2,0,2,3,20,6,"NoRookie","Win"
"476","LAL","POR","Center",672,2,2,0,0,0,0,0,4,0,0,1,0,4,4,-8,"NoRookie","Win"
"477","LAL","POR","Guard",1158,1,6,1,5,0,0,1,1,0,0,0,0,1,3,-13,"NoRookie","Win"
"478","LAL","POR","Guard",1078,4,9,0,3,0,0,0,2,1,0,0,2,2,8,-15,"NoRookie","Win"
"479","LAL","POR","Not Started",1777,9,17,3,9,3,3,1,3,1,0,0,0,1,24,14,"NoRookie","Win"
"480","LAL","POR","Not Started",1933,4,7,3,4,2,2,1,1,2,0,1,0,3,13,22,"NoRookie","Win"
"481","LAL","POR","Not Started",1187,3,6,1,1,2,3,2,1,3,2,0,2,4,9,13,"NoRookie","Win"
"482","LAL","POR","Not Started",1080,6,8,1,2,2,2,1,2,4,0,0,2,2,15,12,"NoRookie","Win"
"483","LAL","POR","Not Started",1126,4,5,0,0,3,4,3,5,0,0,4,0,3,11,6,"NoRookie","Win"
"484","LAL","POR","Not Started",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,"NoRookie","Win"
"487","POR","LAL","Forward",157,0,1,0,1,0,0,0,1,0,0,0,0,2,0,-3,"NoRookie","Lose"
"488","POR","LAL","Forward",1993,5,14,1,2,2,2,1,4,2,0,1,3,4,13,2,"NoRookie","Lose"
"489","POR","LAL","Center",2033,7,11,0,0,5,7,6,10,0,0,4,4,3,19,1,"NoRookie","Lose"
"490","POR","LAL","Guard",2279,8,16,2,8,0,0,0,2,4,0,0,2,0,18,-9,"NoRookie","Lose"
"491","POR","LAL","Guard",2357,7,17,4,13,13,14,0,2,9,1,1,3,4,31,-5,"NoRookie","Lose"
"492","POR","LAL","Not Started",1675,3,8,2,4,1,1,0,4,1,1,2,1,5,9,11,"NoRookie","Lose"
"493","POR","LAL","Not Started",1055,4,5,4,5,0,0,1,2,1,0,0,3,2,12,-7,"NoRookie","Lose"
"496","POR","LAL","Not Started",1649,6,13,1,1,1,1,1,5,0,1,0,0,1,14,-15,"Rookie","Lose"
"497","POR","LAL","Not Started",679,0,0,0,0,1,2,0,0,1,0,0,0,0,1,-12,"Rookie","Lose"
"498","POR","LAL","Not Started",523,1,1,1,1,0,0,0,0,0,1,0,0,1,3,-3,"Rookie","Lose"
"499","PHX","SAC","Forward",2457,8,14,2,4,2,2,2,14,5,2,0,2,2,20,1,"NoRookie","Win"
"500","PHX","SAC","Forward",1270,0,7,0,3,0,0,0,2,2,1,0,2,3,0,-4,"NoRookie","Win"
"501","PHX","SAC","Center",1778,8,12,1,3,0,0,2,4,0,0,0,1,5,17,7,"NoRookie","Win"
"502","PHX","SAC","Guard",2456,14,23,0,4,4,6,1,2,10,2,0,3,3,32,6,"NoRookie","Win"
"503","PHX","SAC","Guard",2000,7,15,3,5,4,4,1,2,8,2,2,2,3,21,1,"NoRookie","Win"
"504","PHX","SAC","Not Started",408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,"NoRookie","Win"
"505","PHX","SAC","Not Started",694,0,0,0,0,0,0,1,4,1,0,0,0,1,0,-1,"NoRookie","Win"
"507","SAC","PHX","Forward",2317,7,15,0,4,7,10,3,7,1,1,0,1,0,21,0,"NoRookie","Lose"
"508","SAC","PHX","Forward",1809,4,12,2,4,1,2,2,4,4,1,1,2,2,11,9,"NoRookie","Lose"
"509","SAC","PHX","Center",2148,5,6,0,0,4,5,0,3,0,0,1,0,3,14,-6,"NoRookie","Lose"
"510","SAC","PHX","Guard",2239,8,17,4,6,3,5,0,5,2,0,1,4,2,23,-3,"NoRookie","Lose"
"511","SAC","PHX","Guard",1948,5,10,0,4,0,0,2,3,5,0,0,0,3,10,-3,"NoRookie","Lose"
"512","SAC","PHX","Not Started",1902,8,12,5,7,1,2,0,4,3,0,0,4,3,22,-1,"NoRookie","Lose"
"513","SAC","PHX","Not Started",1338,2,7,1,4,0,0,0,1,4,0,0,1,2,5,-2,"NoRookie","Lose"
"518","PHX","SAC","Not Started",285,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,"Rookie","Win"
"519","PHX","SAC","Not Started",1482,5,7,1,2,0,0,1,1,1,2,0,2,3,11,-1,"Rookie","Win"
"520","PHX","SAC","Not Started",856,1,3,1,3,0,0,0,2,0,0,0,1,1,3,-1,"Rookie","Win"
"521","PHX","SAC","Not Started",714,1,4,1,2,3,3,0,1,3,1,0,0,0,6,6,"Rookie","Win"
"523","SAC","PHX","Not Started",173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,"Rookie","Lose"
"524","SAC","PHX","Not Started",526,2,5,0,2,0,0,0,2,0,1,1,0,1,4,-2,"Rookie","Lose"
"525","DAL","GSW","Forward",1726,3,6,1,1,1,1,1,3,3,0,0,0,0,8,26,"NoRookie","Win"
"526","DAL","GSW","Forward",1582,6,12,4,9,2,2,0,7,3,0,4,5,3,18,12,"NoRookie","Win"
"527","DAL","GSW","Center",1467,4,5,0,0,2,2,5,3,3,2,0,2,4,10,19,"NoRookie","Win"
"528","DAL","GSW","Guard",1369,9,13,6,8,1,1,0,0,1,0,0,1,0,25,19,"NoRookie","Win"
"529","DAL","GSW","Not Started",1511,5,13,4,11,3,3,0,1,1,2,0,0,2,17,1,"NoRookie","Win"
"530","DAL","GSW","Not Started",1307,6,7,1,2,0,0,0,3,4,3,1,0,0,13,1,"NoRookie","Win"
"531","DAL","GSW","Not Started",1262,3,9,1,5,2,2,1,4,1,0,0,0,3,9,8,"NoRookie","Win"
"532","DAL","GSW","Not Started",124,0,3,0,2,0,0,0,0,0,0,0,0,1,0,-7,"NoRookie","Win"
"534","GSW","DAL","Forward",1724,3,9,1,5,1,2,1,2,2,0,0,1,1,8,-10,"NoRookie","Lose"
